gene	degree	weighted_degree	betweenness	closeness	eigenvector	pagerank
Rv2296	4	3381	0.0012343695931887858	0.19011770586824694	5.922149503926283e-07	0.00044475139573007806
Rv3695	3	2532	0.0	0.15655007738746354	3.9298990433463746e-09	0.000366805889638456
Rv3207c	3	2261	8.86771458712354e-05	0.2210537092185041	0.00019638696479085506	0.00017704051801661387
Rv1606	8	7245	0.00042497613451677167	0.24772202156174228	0.00020504096194026204	0.00042340749903868504
Rv1197	13	11617	0.0005860433400555694	0.24734044112187517	0.0013338964753885534	0.0005497694514116176
Rv3647c	2	1583	0.0	0.22606421846588956	0.00027938687843651576	0.00013020609416032543
Rv2745c	7	5828	0.0004095578846912251	0.23513459419581395	0.00021312076580135822	0.0003531461363118961
Rv0078B	1	984	0.0	0.0005285412262156448	1.2720320072418322e-20	0.0005505092210294525
Rv3579c	13	10186	0.0008210867107438576	0.26323510553495305	0.009749661520878366	0.0003502117597362725
Rv3885c	3	2722	0.0	0.1830313625627737	3.6080834591442714e-06	0.0003000143403941095
Rv1624c	5	4058	0.000460871936659029	0.20767384166622008	3.7899912953119405e-05	0.00035608591858995363
Rv1544	5	4136	9.45676428342474e-05	0.19506002718212023	1.633408020417164e-06	0.0005243104223823889
Rv1110	14	12261	0.004805255944686191	0.2556901502807665	0.0012840344763166266	0.00075182375245703
Rv1678	1	982	0.0	0.1829062699354384	8.774928073335754e-07	0.00015104437832256297
Rv1892	2	1874	0.0	0.0010570824524312897	6.8694343784564455e-18	0.0005583420169614705
Rv3438	29	21780	0.003940025434512621	0.2605019701108393	0.00019948730853857504	0.0010704912251488718
Rv1882c	3	2340	0.00014746049347009774	0.18357541371478378	1.3427457959912751e-06	0.0003354634078275863
Rv0921	2	1736	4.065299421981884e-05	0.19267268343691069	1.6089132993824028e-06	0.00022095789247829085
Rv3584	15	12574	0.001836971619134952	0.24902824810223537	0.00035982787673516413	0.0006029080055100789
Rv3417c	16	13781	0.0009624019978316645	0.2658940459949021	0.00305122037973604	0.0005026051324472236
Rv0142	1	871	0.0	0.18092779084655927	2.1822694964425973e-06	0.00013599391812944102
Rv2373c	41	33644	0.0029641101331796984	0.28470463541900953	0.03001465821204527	0.0009099907770250375
Rv1182	17	14393	0.0018379603960088312	0.23620684668479167	0.0008022933959391595	0.0006247682356802014
Rv2536	4	3213	0.0014049128915640855	0.1989757303300141	3.478098670814214e-05	0.00048285090678560716
Rv2830c	4	3293	0.0006480755807431742	0.19221141294747587	3.876276293336563e-06	0.00039592269396949894
Rv2222c	21	18247	0.0011661123755612405	0.26388400061844103	0.0011139529548209984	0.0008248747871347071
Rv2930	20	16862	0.0005448964657871183	0.26105253515903326	0.0019234128390917431	0.0006266870948181196
Rv3248c	18	15289	0.002769789838694103	0.2599958134331628	0.0011375296254718184	0.0007435594812165709
Rv0823c	5	4105	0.0002842585512265046	0.2343111256038543	0.0006211126400433528	0.00028306821193971045
Rv0204c	2	1711	0.001382961702307293	0.18395396308434112	6.816390586543299e-07	0.00030468971662120457
Rv1323	39	32811	0.0016173333727249987	0.257411693453545	0.0005398991278127999	0.0012295054372165727
Rv1481	5	4418	0.0003476969941418348	0.1952972687622493	1.149631430366198e-06	0.0003988952429318932
Rv0675	17	14168	0.000807635868157185	0.24669444519330366	0.00034777864526264613	0.000635635146859247
Rv3414c	8	6481	0.0006288112655144035	0.2281844740320042	0.00012816066883396786	0.0004550678125509795
Rv0046c	3	2838	0.0010037275713641904	0.19733736558476264	9.253864452421239e-06	0.0003354971117253126
Rv0435c	8	6296	0.0014707322844242506	0.24259467347986305	0.0004209154053525413	0.0004039692880571176
Rv1080c	6	5056	0.0	0.25315058233694054	0.005306003592091208	0.00018564382050798877
