geneA	geneB	combined_score
Rv2386c	Rv3838c	746
Rv2387	Rv2919c	718
Rv2388c	Rv2389c	726
Rv2388c	Rv2390c	826
Rv2389c	Rv2390c	922
Rv2390c	Rv2525c	748
Rv2390c	Rv2933	762
Rv2390c	Rv2940c	762
Rv2390c	Rv3492c	753
Rv2390c	Rv3529c	740
Rv2390c	Rv3696c	708
Rv2390c	Rv3825c	763
Rv2391	Rv2392	999
Rv2391	Rv2393	989
Rv2391	Rv2394	960
Rv2391	Rv2397c	758
Rv2391	Rv2398c	793
Rv2391	Rv2847c	967
Rv2391	Rv3106	839
Rv2391	Rv3283	912
Rv2391	Rv3684	943
Rv2391	Rv3859c	789
Rv2392	Rv2393	990
Rv2392	Rv2394	957
Rv2392	Rv2397c	809
Rv2392	Rv2398c	777
Rv2392	Rv2399c	759
Rv2392	Rv2400c	851
Rv2392	Rv2837c	903
Rv2392	Rv2847c	932
Rv2392	Rv3106	836
Rv2392	Rv3283	909
Rv2392	Rv3340	887
Rv2393	Rv2394	946
Rv2393	Rv2847c	955
Rv2394	Rv2467	907
Rv2394	Rv2476c	801
Rv2394	Rv2860c	850
Rv2394	Rv3432c	912
Rv2394	Rv3704c	901
Rv2394	Rv3858c	815
Rv2394	Rv3859c	859
Rv2395	Rv2396	850
Rv2395A	Rv2395B	822
Rv2395B	Rv2396	775
Rv2397c	Rv2398c	999
Rv2397c	Rv2399c	999
Rv2397c	Rv2400c	999
Rv2398c	Rv2399c	999
Rv2398c	Rv2400c	999
Rv2399c	Rv2400c	999
Rv2401A	Rv2402	713
Rv2402	Rv3372	988
Rv2402	Rv3401	906
Rv2402	Rv3490	941
Rv2403c	Rv2404c	899
Rv2404c	Rv2412	936
Rv2404c	Rv2440c	739
Rv2404c	Rv2441c	953
Rv2404c	Rv2442c	935
Rv2404c	Rv2737c	765
Rv2404c	Rv2785c	959
Rv2404c	Rv2890c	965
Rv2404c	Rv2903c	843
Rv2404c	Rv2904c	963
Rv2404c	Rv2909c	956
Rv2404c	Rv3396c	738
Rv2404c	Rv3442c	961
Rv2404c	Rv3443c	971
Rv2404c	Rv3456c	956
Rv2404c	Rv3458c	956
Rv2404c	Rv3459c	939
Rv2404c	Rv3460c	871
Rv2404c	Rv3461c	907
Rv2404c	Rv3610c	780
Rv2404c	Rv3859c	879
Rv2404c	Rv3924c	776
Rv2407	Rv2837c	881
Rv2407	Rv3205c	870
Rv2407	Rv3762c	888
Rv2409c	Rv2410c	994
Rv2409c	Rv2411c	993
Rv2409c	Rv2567	840
Rv2410c	Rv2411c	997
Rv2410c	Rv2566	772
Rv2410c	Rv2569c	797
Rv2411c	Rv2566	852
Rv2411c	Rv2569c	807
Rv2412	Rv2441c	999
Rv2412	Rv2442c	999
Rv2412	Rv2445c	700
Rv2412	Rv2462c	873
Rv2412	Rv2477c	905
Rv2412	Rv2534c	987
Rv2412	Rv2583c	904
Rv2412	Rv2738c	871
Rv2412	Rv2785c	999
Rv2412	Rv2839c	881
Rv2412	Rv2882c	922
Rv2412	Rv2889c	794
Rv2412	Rv2890c	993
Rv2412	Rv2904c	999
Rv2412	Rv2908c	780
Rv2412	Rv2909c	999
Rv2412	Rv2986c	730
Rv2412	Rv3013	814
Rv2412	Rv3100c	921
Rv2412	Rv3105c	839
Rv2412	Rv3114	870
Rv2412	Rv3228	822
Rv2412	Rv3241c	870
Rv2412	Rv3442c	999
Rv2412	Rv3443c	999
Rv2412	Rv3456c	999
Rv2412	Rv3457c	947
Rv2412	Rv3458c	999
Rv2412	Rv3459c	999
Rv2412	Rv3460c	999
Rv2412	Rv3461c	999
Rv2412	Rv3462c	870
Rv2412	Rv3923c	789
Rv2412	Rv3924c	999
Rv2413c	Rv2414c	888
Rv2413c	Rv2415c	836
Rv2413c	Rv2680	738
Rv2413c	Rv2699c	706
Rv2413c	Rv2708c	760
Rv2413c	Rv2731	733
Rv2413c	Rv3195	717
Rv2413c	Rv3370c	895
Rv2413c	Rv3644c	995
Rv2413c	Rv3711c	948
Rv2413c	Rv3721c	987
Rv2413c	Rv3910	739
Rv2414c	Rv2415c	922
Rv2414c	Rv2896c	711
Rv2414c	Rv2897c	756
Rv2415c	Rv2416c	865
Rv2415c	Rv2551c	729
Rv2416c	Rv3197A	946
Rv2416c	Rv3795	951
Rv2416c	Rv3919c	803
Rv2417c	Rv2418c	973
Rv2417c	Rv2419c	976
Rv2417c	Rv2420c	787
Rv2417c	Rv2421c	794
Rv2417c	Rv2974c	930
Rv2417c	Rv2975c	762
Rv2418c	Rv2419c	982
Rv2418c	Rv2420c	889
Rv2418c	Rv2421c	887
Rv2418c	Rv2609c	703
Rv2418c	Rv2695	779
Rv2418c	Rv2732c	749
Rv2418c	Rv3030	925
Rv2418c	Rv3031	907
Rv2418c	Rv3032	883
Rv2418c	Rv3034c	945
Rv2418c	Rv3212	752
Rv2418c	Rv3311	730
Rv2418c	Rv3415c	771
Rv2418c	Rv3438	750
Rv2419c	Rv2420c	914
Rv2419c	Rv2421c	910
Rv2419c	Rv3030	803
Rv2420c	Rv2421c	976
Rv2420c	Rv2440c	931
Rv2420c	Rv2441c	932
Rv2420c	Rv2442c	944
Rv2420c	Rv2582	793
Rv2420c	Rv2614c	767
Rv2420c	Rv2725c	747
Rv2420c	Rv2904c	933
Rv2420c	Rv2925c	731
Rv2420c	Rv3105c	847
Rv2420c	Rv3211	757
Rv2420c	Rv3300c	843
Rv2420c	Rv3443c	932
Rv2420c	Rv3456c	933
Rv2420c	Rv3461c	889
Rv2420c	Rv3579c	783
Rv2421c	Rv2422	787
Rv2421c	Rv2438c	997
Rv2421c	Rv2552c	736
Rv2421c	Rv2713	904
Rv2421c	Rv3199c	933
Rv2423	Rv2939	718
Rv2423	Rv3166c	765
Rv2423	Rv3435c	767
Rv2423	Rv3843c	722
Rv2423	Rv3887c	747
Rv2423	Rv3899c	772
Rv2425c	Rv2426c	976
Rv2425c	Rv2427c	822
Rv2425c	Rv2453c	837
Rv2425c	Rv2456c	871
Rv2426c	Rv2427c	826
Rv2427A	Rv2428	938
Rv2427c	Rv2439c	999
Rv2427c	Rv2476c	801
Rv2427c	Rv2860c	910
Rv2427c	Rv3432c	831
Rv2427c	Rv3858c	815
Rv2427c	Rv3859c	917
Rv2428	Rv2429	999
Rv2428	Rv2874	873
Rv2428	Rv2878c	843
Rv2428	Rv3673c	841
Rv2428	Rv3795	848
Rv2428	Rv3846	924
Rv2428	Rv3913	955
Rv2428	Rv3914	729
Rv2429	Rv3846	731
Rv2430c	Rv2431c	999
Rv2431c	Rv3097c	737
Rv2432c	Rv2433c	907
Rv2432c	Rv2434c	887
Rv2432c	Rv2435c	804
Rv2433c	Rv2434c	897
Rv2433c	Rv2435c	804
Rv2434c	Rv2435c	988
Rv2434c	Rv3517	870
Rv2435c	Rv3377c	870
Rv2435c	Rv3378c	863
Rv2435c	Rv3586	870
Rv2435c	Rv3676	772
Rv2436	Rv2437	742
Rv2436	Rv2465c	918
Rv2436	Rv2604c	819
Rv2436	Rv2606c	819
Rv2436	Rv3068c	940
Rv2436	Rv3393	887
Rv2438c	Rv2713	932
Rv2438c	Rv2933	753
Rv2438c	Rv2940c	754
Rv2438c	Rv2946c	719
Rv2438c	Rv3199c	939
Rv2438c	Rv3279c	800
Rv2438c	Rv3396c	932
Rv2438c	Rv3433c	772
Rv2438c	Rv3602c	753
Rv2438c	Rv3825c	752
Rv2439c	Rv2440c	988
Rv2439c	Rv2441c	974
Rv2439c	Rv2442c	828
Rv2439c	Rv3859c	729
Rv2440c	Rv2441c	996
Rv2440c	Rv2442c	971
Rv2440c	Rv2583c	769
Rv2440c	Rv2725c	841
Rv2440c	Rv2839c	750
Rv2440c	Rv2853	870
Rv2440c	Rv2904c	914
Rv2440c	Rv3443c	884
Rv2440c	Rv3456c	884
Rv2440c	Rv3461c	843
Rv2440c	Rv3687c	824
Rv2441c	Rv2442c	999
Rv2441c	Rv2445c	944
Rv2441c	Rv2462c	853
Rv2441c	Rv2477c	911
Rv2441c	Rv2534c	975
Rv2441c	Rv2583c	919
Rv2441c	Rv2614c	868
Rv2441c	Rv2725c	916
Rv2441c	Rv2785c	999
Rv2441c	Rv2839c	970
Rv2441c	Rv2853	803
Rv2441c	Rv2882c	988
Rv2441c	Rv2889c	959
Rv2441c	Rv2890c	996
Rv2441c	Rv2904c	999
Rv2441c	Rv2906c	813
Rv2441c	Rv2907c	728
Rv2441c	Rv2908c	709
Rv2441c	Rv2909c	999
Rv2441c	Rv2916c	821
Rv2441c	Rv2925c	955
Rv2441c	Rv2926c	753
Rv2441c	Rv3013	823
Rv2441c	Rv3100c	968
Rv2441c	Rv3105c	984
Rv2441c	Rv3241c	908
Rv2441c	Rv3442c	999
Rv2441c	Rv3443c	999
Rv2441c	Rv3456c	999
Rv2441c	Rv3457c	941
Rv2441c	Rv3458c	999
Rv2441c	Rv3459c	999
Rv2441c	Rv3460c	999
Rv2441c	Rv3461c	999
Rv2441c	Rv3610c	870
Rv2441c	Rv3846	887
Rv2441c	Rv3924c	999
Rv2442c	Rv2445c	963
Rv2442c	Rv2462c	930
Rv2442c	Rv2477c	920
Rv2442c	Rv2534c	984
Rv2442c	Rv2582	797
Rv2442c	Rv2583c	916
Rv2442c	Rv2614c	856
Rv2442c	Rv2725c	915
Rv2442c	Rv2785c	999
Rv2442c	Rv2839c	952
Rv2442c	Rv2841c	778
Rv2442c	Rv2842c	753
Rv2442c	Rv2861c	708
Rv2442c	Rv2882c	966
Rv2442c	Rv2889c	932
Rv2442c	Rv2890c	994
Rv2442c	Rv2904c	999
Rv2442c	Rv2906c	783
Rv2442c	Rv2907c	751
Rv2442c	Rv2909c	999
Rv2442c	Rv2916c	857
Rv2442c	Rv2925c	888
Rv2442c	Rv2926c	829
Rv2442c	Rv2931	705
Rv2442c	Rv2932	721
Rv2442c	Rv2933	755
Rv2442c	Rv2940c	757
Rv2442c	Rv2946c	745
Rv2442c	Rv3013	816
Rv2442c	Rv3100c	933
Rv2442c	Rv3105c	986
Rv2442c	Rv3211	751
Rv2442c	Rv3241c	894
Rv2442c	Rv3300c	826
Rv2442c	Rv3442c	999
Rv2442c	Rv3443c	999
Rv2442c	Rv3456c	999
Rv2442c	Rv3457c	942
Rv2442c	Rv3458c	999
Rv2442c	Rv3459c	999
Rv2442c	Rv3460c	999
Rv2442c	Rv3461c	999
Rv2442c	Rv3462c	832
Rv2442c	Rv3579c	750
Rv2442c	Rv3800c	705
Rv2442c	Rv3825c	799
Rv2442c	Rv3846	843
Rv2442c	Rv3923c	774
Rv2442c	Rv3924c	999
Rv2443	Rv3316	710
Rv2443	Rv3317	845
Rv2444c	Rv2752c	857
Rv2444c	Rv2783c	968
Rv2444c	Rv3211	916
Rv2445c	Rv2446c	779
Rv2445c	Rv2447c	810
Rv2445c	Rv2448c	845
Rv2445c	Rv2462c	843
Rv2445c	Rv2524c	776
Rv2445c	Rv2534c	773
Rv2445c	Rv2583c	917
Rv2445c	Rv2614c	807
Rv2445c	Rv2697c	956
Rv2445c	Rv2785c	993
Rv2445c	Rv2839c	877
Rv2445c	Rv2882c	858
Rv2445c	Rv2883c	938
Rv2445c	Rv2889c	757
Rv2445c	Rv2890c	993
Rv2445c	Rv2904c	815
Rv2445c	Rv2909c	992
Rv2445c	Rv2925c	846
Rv2445c	Rv2926c	700
Rv2445c	Rv3048c	909
Rv2445c	Rv3051c	912
Rv2445c	Rv3105c	879
Rv2445c	Rv3109	800
Rv2445c	Rv3247c	927
Rv2445c	Rv3442c	987
Rv2445c	Rv3443c	944
Rv2445c	Rv3456c	848
Rv2445c	Rv3458c	728
Rv2445c	Rv3459c	991
Rv2445c	Rv3461c	858
Rv2445c	Rv3609c	846
Rv2445c	Rv3645	911
Rv2446c	Rv2447c	967
Rv2446c	Rv2448c	940
Rv2446c	Rv2474c	752
Rv2446c	Rv2700	751
Rv2446c	Rv2732c	777
Rv2446c	Rv2927c	718
Rv2446c	Rv2980	761
Rv2446c	Rv3004	715
Rv2446c	Rv3205c	776
Rv2446c	Rv3212	775
Rv2446c	Rv3217c	769
Rv2446c	Rv3256c	729
Rv2446c	Rv3311	772
Rv2446c	Rv3438	774
Rv2446c	Rv3753c	713
Rv2446c	Rv3850	772
Rv2447c	Rv2448c	959
Rv2447c	Rv2671	923
Rv2447c	Rv2763c	991
Rv2447c	Rv2764c	985
Rv2447c	Rv2965c	704
Rv2447c	Rv3396c	719
Rv2447c	Rv3607c	919
Rv2447c	Rv3608c	999
Rv2447c	Rv3609c	870
Rv2448c	Rv2555c	832
Rv2448c	Rv2572c	810
Rv2448c	Rv2580c	967
Rv2448c	Rv2614c	976
Rv2448c	Rv2845c	753
Rv2448c	Rv2992c	966
Rv2448c	Rv3336c	751
Rv2448c	Rv3396c	905
Rv2448c	Rv3580c	972
Rv2448c	Rv3834c	835
Rv2451	Rv2867c	870
Rv2452c	Rv2453c	721
Rv2452c	Rv2454c	718
Rv2452c	Rv2455c	707
Rv2453c	Rv2454c	995
Rv2453c	Rv2455c	978
Rv2453c	Rv2456c	796
Rv2453c	Rv2457c	722
Rv2454c	Rv2455c	999
Rv2454c	Rv2476c	806
Rv2454c	Rv2495c	926
Rv2454c	Rv2496c	929
Rv2454c	Rv2497c	926
Rv2454c	Rv2501c	907
Rv2454c	Rv2524c	831
Rv2454c	Rv2790c	809
Rv2454c	Rv2967c	912
Rv2454c	Rv2987c	811
Rv2454c	Rv2988c	817
Rv2454c	Rv3002c	905
Rv2454c	Rv3003c	910
Rv2454c	Rv3221c	911
Rv2454c	Rv3285	907
Rv2454c	Rv3339c	931
Rv2454c	Rv3470c	910
Rv2454c	Rv3509c	911
Rv2454c	Rv3523	904
Rv2454c	Rv3535c	904
Rv2454c	Rv3546	904
Rv2454c	Rv3556c	904
Rv2454c	Rv3667	921
Rv2454c	Rv3710	912
Rv2454c	Rv3858c	834
Rv2454c	Rv3859c	829
Rv2455c	Rv2476c	805
Rv2455c	Rv2495c	942
Rv2455c	Rv2496c	955
Rv2455c	Rv2497c	949
Rv2455c	Rv2501c	939
Rv2455c	Rv2524c	895
Rv2455c	Rv2540c	968
Rv2455c	Rv2655c	810
Rv2455c	Rv2790c	831
Rv2455c	Rv2967c	939
Rv2455c	Rv2987c	809
Rv2455c	Rv2988c	820
Rv2455c	Rv3002c	929
Rv2455c	Rv3003c	935
Rv2455c	Rv3153	971
Rv2455c	Rv3221c	939
Rv2455c	Rv3285	940
Rv2455c	Rv3316	817
Rv2455c	Rv3339c	959
Rv2455c	Rv3470c	935
Rv2455c	Rv3509c	935
Rv2455c	Rv3523	915
Rv2455c	Rv3535c	905
Rv2455c	Rv3546	915
Rv2455c	Rv3556c	915
Rv2455c	Rv3667	964
Rv2455c	Rv3710	934
Rv2455c	Rv3858c	851
Rv2455c	Rv3859c	956
Rv2456c	Rv2457c	912
Rv2456c	Rv3402c	892
Rv2457c	Rv2458	721
Rv2457c	Rv2460c	996
Rv2457c	Rv2461c	998
Rv2457c	Rv2462c	709
Rv2457c	Rv2720	771
Rv2457c	Rv3418c	746
Rv2457c	Rv3596c	822
Rv2457c	Rv3610c	879
Rv2458	Rv3015c	838
Rv2458	Rv3238c	807
Rv2458	Rv3248c	902
Rv2458	Rv3340	913
Rv2458	Rv3684	835
Rv2459	Rv3065	813
Rv2460c	Rv2461c	999
Rv2460c	Rv2462c	894
Rv2460c	Rv2667	816
Rv2460c	Rv3195	807
Rv2460c	Rv3417c	739
Rv2460c	Rv3418c	870
Rv2460c	Rv3596c	996
Rv2460c	Rv3610c	758
Rv2460c	Rv3716c	809
Rv2461c	Rv2462c	928
Rv2461c	Rv2667	875
Rv2461c	Rv2745c	852
Rv2461c	Rv3417c	739
Rv2461c	Rv3418c	874
Rv2461c	Rv3596c	997
Rv2461c	Rv3610c	866
Rv2462c	Rv2534c	857
Rv2462c	Rv2588c	731
Rv2462c	Rv2783c	742
Rv2462c	Rv2785c	869
Rv2462c	Rv2841c	811
Rv2462c	Rv2845c	701
Rv2462c	Rv2882c	846
Rv2462c	Rv2883c	729
Rv2462c	Rv2889c	935
Rv2462c	Rv2890c	972
Rv2462c	Rv2904c	911
Rv2462c	Rv2906c	773
Rv2462c	Rv2907c	760
Rv2462c	Rv2909c	888
Rv2462c	Rv3418c	781
Rv2462c	Rv3442c	957
Rv2462c	Rv3443c	970
Rv2462c	Rv3456c	952
Rv2462c	Rv3457c	888
Rv2462c	Rv3458c	939
Rv2462c	Rv3459c	964
Rv2462c	Rv3460c	825
Rv2464c	Rv2465c	884
Rv2464c	Rv2466c	801
Rv2464c	Rv2467	715
Rv2464c	Rv3296	860
Rv2464c	Rv3297	924
Rv2464c	Rv3589	839
Rv2464c	Rv3674c	887
Rv2465c	Rv2466c	817
Rv2465c	Rv2467	740
Rv2465c	Rv2604c	800
Rv2465c	Rv2606c	804
Rv2465c	Rv3068c	900
Rv2465c	Rv3309c	920
Rv2466c	Rv3054c	745
Rv2466c	Rv3463	806
Rv2467	Rv2672	716
Rv2467	Rv3684	813
Rv2467	Rv3704c	900
Rv2468A	Rv2468c	936
Rv2468A	Rv2469c	831
Rv2468A	Rv2471	742
Rv2468A	Rv3043c	997
Rv2468c	Rv2469c	811
Rv2468c	Rv2471	742
Rv2468c	Rv2520c	749
Rv2468c	Rv2700	709
Rv2468c	Rv2744c	810
Rv2468c	Rv3043c	793
Rv2468c	Rv3605c	741
Rv2469c	Rv2470	774
Rv2469c	Rv2471	774
Rv2470	Rv2471	950
Rv2471	Rv2690c	774
Rv2471	Rv3253c	774
Rv2472	Rv2473	786
Rv2474c	Rv2475c	904
Rv2474c	Rv2476c	889
Rv2474c	Rv2477c	773
Rv2474c	Rv2478c	701
Rv2474c	Rv3205c	747
Rv2474c	Rv3212	705
Rv2474c	Rv3311	714
Rv2474c	Rv3438	757
Rv2474c	Rv3450c	711
Rv2474c	Rv3850	713
Rv2475c	Rv2476c	968
Rv2475c	Rv2477c	778
Rv2475c	Rv2524c	792
Rv2475c	Rv2931	724
Rv2475c	Rv2932	834
Rv2475c	Rv2933	931
Rv2475c	Rv2940c	932
Rv2475c	Rv2946c	844
Rv2475c	Rv3800c	740
Rv2475c	Rv3825c	931
Rv2476c	Rv2477c	804
Rv2476c	Rv2478c	713
Rv2476c	Rv2747	900
Rv2476c	Rv2852c	805
Rv2476c	Rv2860c	949
Rv2476c	Rv2881c	734
Rv2476c	Rv2967c	864
Rv2476c	Rv2992c	887
Rv2476c	Rv3293	822
Rv2476c	Rv3339c	834
Rv2476c	Rv3432c	952
Rv2476c	Rv3704c	805
Rv2476c	Rv3858c	910
Rv2476c	Rv3859c	975
Rv2477c	Rv2478c	796
Rv2477c	Rv2676c	804
Rv2477c	Rv2785c	920
Rv2477c	Rv2890c	793
Rv2477c	Rv2904c	904
Rv2477c	Rv2909c	910
Rv2477c	Rv3009c	720
Rv2477c	Rv3442c	905
Rv2477c	Rv3443c	918
Rv2477c	Rv3456c	903
Rv2477c	Rv3458c	912
Rv2477c	Rv3459c	903
Rv2477c	Rv3460c	905
Rv2477c	Rv3461c	903
Rv2477c	Rv3924c	906
Rv2478c	Rv3370c	824
Rv2478c	Rv3644c	823
Rv2478c	Rv3646c	738
Rv2478c	Rv3721c	809
Rv2479c	Rv2480c	959
Rv2479c	Rv2649	860
Rv2479c	Rv2814c	860
Rv2479c	Rv3185	860
Rv2479c	Rv3187	860
Rv2479c	Rv3326	860
Rv2479c	Rv3380c	860
Rv2479c	Rv3475	860
Rv2480c	Rv2648	823
Rv2480c	Rv2815c	854
Rv2480c	Rv3184	834
Rv2480c	Rv3186	854
Rv2480c	Rv3325	859
Rv2480c	Rv3381c	860
Rv2480c	Rv3474	820
Rv2480c	Rv3640c	806
Rv2481c	Rv2482c	765
Rv2481c	Rv2483c	757
Rv2481c	Rv2484c	753
Rv2482c	Rv2483c	996
Rv2482c	Rv2484c	988
Rv2482c	Rv2982c	917
Rv2482c	Rv3302c	930
Rv2482c	Rv3696c	922
Rv2483c	Rv2484c	996
Rv2483c	Rv2486	763
Rv2484c	Rv2485c	740
Rv2484c	Rv2486	850
Rv2484c	Rv3097c	904
Rv2484c	Rv3233c	929
Rv2484c	Rv3391	888
Rv2484c	Rv3800c	808
Rv2485c	Rv2486	770
Rv2485c	Rv2970c	743
Rv2486	Rv2500c	849
Rv2486	Rv2502c	732
Rv2486	Rv2524c	816
Rv2486	Rv2790c	760
Rv2486	Rv3140	850
Rv2486	Rv3522	744
Rv2486	Rv3523	760
Rv2486	Rv3540c	760
Rv2486	Rv3546	760
Rv2486	Rv3556c	760
Rv2486	Rv3563	786
Rv2487c	Rv2488c	713
Rv2487c	Rv3091	749
Rv2487c	Rv3435c	715
Rv2488c	Rv2489c	776
Rv2488c	Rv2760c	757
Rv2488c	Rv2788	833
Rv2488c	Rv3055	812
Rv2488c	Rv3066	730
Rv2488c	Rv3082c	813
Rv2488c	Rv3124	842
Rv2488c	Rv3164c	839
Rv2488c	Rv3167c	844
Rv2488c	Rv3183	830
Rv2488c	Rv3263	839
Rv2488c	Rv3328c	846
Rv2488c	Rv3448	732
Rv2488c	Rv3449	762
Rv2488c	Rv3488	755
Rv2488c	Rv3692	800
Rv2488c	Rv3728	714
Rv2488c	Rv3736	850
Rv2488c	Rv3830c	825
Rv2488c	Rv3840	845
Rv2488c	Rv3903c	820
Rv2490c	Rv2608	777
Rv2490c	Rv2735c	743
Rv2490c	Rv2797c	751
Rv2490c	Rv2819c	772
Rv2490c	Rv2820c	702
Rv2490c	Rv2822c	728
Rv2490c	Rv2824c	746
Rv2490c	Rv2942	739
Rv2490c	Rv2949c	763
Rv2490c	Rv2954c	771
Rv2490c	Rv3081	757
Rv2490c	Rv3159c	764
Rv2490c	Rv3190c	714
Rv2490c	Rv3343c	774
Rv2490c	Rv3347c	774
Rv2490c	Rv3350c	774
Rv2490c	Rv3403c	771
Rv2490c	Rv3472	703
Rv2490c	Rv3533c	766
Rv2490c	Rv3558	770
Rv2490c	Rv3727	758
Rv2490c	Rv3864	769
Rv2490c	Rv3879c	772
Rv2490c	Rv3903c	751
Rv2491	Rv2492	967
Rv2492	Rv2763c	749
Rv2492	Rv2902c	717
Rv2492	Rv3109	778
Rv2492	Rv3114	754
Rv2493	Rv2494	931
Rv2494	Rv3408	808
Rv2495c	Rv2496c	999
Rv2495c	Rv2497c	999
Rv2495c	Rv2498c	887
Rv2495c	Rv2499c	845
Rv2495c	Rv2500c	877
Rv2495c	Rv2501c	983
Rv2495c	Rv2502c	892
Rv2495c	Rv2504c	758
Rv2495c	Rv2506	793
Rv2495c	Rv2524c	866
Rv2495c	Rv2713	905
Rv2495c	Rv2790c	820
Rv2495c	Rv2855	922
Rv2495c	Rv2967c	823
Rv2495c	Rv2998A	724
Rv2495c	Rv3221c	912
Rv2495c	Rv3285	923
Rv2495c	Rv3303c	953
Rv2495c	Rv3365c	723
Rv2495c	Rv3523	909
Rv2495c	Rv3535c	900
Rv2495c	Rv3546	909
Rv2495c	Rv3556c	909
Rv2495c	Rv3610c	755
Rv2495c	Rv3667	914
Rv2495c	Rv3710	909
Rv2495c	Rv3764c	725
Rv2496c	Rv2497c	999
Rv2496c	Rv2498c	746
Rv2496c	Rv2499c	736
Rv2496c	Rv2500c	776
Rv2496c	Rv2501c	860
Rv2496c	Rv2502c	791
Rv2496c	Rv2713	955
Rv2496c	Rv2855	950
Rv2496c	Rv2967c	926
Rv2496c	Rv2987c	841
Rv2496c	Rv2988c	800
Rv2496c	Rv2998A	742
Rv2496c	Rv3002c	878
Rv2496c	Rv3003c	829
Rv2496c	Rv3303c	968
Rv2496c	Rv3365c	742
Rv2496c	Rv3470c	829
Rv2496c	Rv3509c	828
Rv2496c	Rv3667	850
Rv2496c	Rv3710	842
Rv2496c	Rv3764c	744
Rv2496c	Rv3859c	730
Rv2497c	Rv2498c	840
Rv2497c	Rv2499c	807
Rv2497c	Rv2500c	868
Rv2497c	Rv2501c	838
Rv2497c	Rv2502c	877
Rv2497c	Rv2503c	730
Rv2497c	Rv2506	711
Rv2497c	Rv2713	830
Rv2497c	Rv2855	860
Rv2497c	Rv2967c	910
Rv2497c	Rv2987c	800
Rv2497c	Rv2988c	800
Rv2497c	Rv3002c	808
Rv2497c	Rv3003c	824
Rv2497c	Rv3303c	899
Rv2497c	Rv3470c	824
Rv2497c	Rv3509c	823
Rv2497c	Rv3667	834
Rv2497c	Rv3710	840
Rv2498c	Rv2499c	998
Rv2498c	Rv2500c	995
Rv2498c	Rv2501c	990
Rv2498c	Rv2502c	991
Rv2498c	Rv2503c	945
Rv2498c	Rv2504c	987
Rv2498c	Rv2505c	850
Rv2498c	Rv2506	918
Rv2498c	Rv3075c	949
Rv2498c	Rv3701c	707
Rv2499c	Rv2500c	998
Rv2499c	Rv2501c	939
Rv2499c	Rv2502c	950
Rv2499c	Rv2503c	935
Rv2499c	Rv2504c	981
Rv2499c	Rv2505c	717
Rv2499c	Rv2506	870
Rv2500c	Rv2501c	974
Rv2500c	Rv2502c	982
Rv2500c	Rv2503c	929
Rv2500c	Rv2504c	914
Rv2500c	Rv2506	795
Rv2500c	Rv2679	849
Rv2500c	Rv2831	849
Rv2500c	Rv3028c	928
Rv2500c	Rv3029c	905
Rv2500c	Rv3039c	849
Rv2500c	Rv3373	849
Rv2500c	Rv3516	851
Rv2500c	Rv3541c	716
Rv2500c	Rv3550	850
Rv2500c	Rv3774	852
Rv2501c	Rv2502c	999
Rv2501c	Rv2503c	936
Rv2501c	Rv2504c	969
Rv2501c	Rv2505c	836
Rv2501c	Rv2506	871
Rv2501c	Rv2524c	994
Rv2501c	Rv2589	812
Rv2501c	Rv2790c	928
Rv2501c	Rv2967c	707
Rv2501c	Rv3221c	982
Rv2501c	Rv3279c	969
Rv2501c	Rv3280	997
Rv2501c	Rv3281	877
Rv2501c	Rv3285	922
Rv2501c	Rv3457c	768
Rv2501c	Rv3523	748
Rv2501c	Rv3535c	905
Rv2501c	Rv3546	750
Rv2501c	Rv3556c	753
Rv2501c	Rv3667	924
Rv2501c	Rv3710	945
Rv2501c	Rv3799c	948
Rv2502c	Rv2503c	977
Rv2502c	Rv2504c	971
Rv2502c	Rv2505c	940
Rv2502c	Rv2506	884
Rv2502c	Rv2524c	799
Rv2502c	Rv2679	733
Rv2502c	Rv2831	732
Rv2502c	Rv2967c	705
Rv2502c	Rv3039c	732
Rv2502c	Rv3140	924
Rv2502c	Rv3221c	701
Rv2502c	Rv3279c	714
Rv2502c	Rv3281	716
Rv2502c	Rv3285	982
Rv2502c	Rv3373	732
Rv2502c	Rv3516	732
Rv2502c	Rv3550	734
Rv2502c	Rv3774	736
Rv2503c	Rv2504c	999
Rv2503c	Rv2505c	886
Rv2503c	Rv2790c	852
Rv2503c	Rv3523	926
Rv2503c	Rv3546	927
Rv2503c	Rv3551	937
Rv2503c	Rv3556c	928
Rv2504c	Rv2505c	934
Rv2504c	Rv2506	895
Rv2504c	Rv2790c	849
Rv2504c	Rv3523	924
Rv2504c	Rv3546	924
Rv2504c	Rv3552	928
Rv2504c	Rv3556c	926
Rv2505c	Rv2506	839
Rv2505c	Rv2857c	702
Rv2505c	Rv2933	705
Rv2505c	Rv2940c	704
Rv2505c	Rv3825c	704
Rv2506	Rv3055	788
Rv2506	Rv3060c	744
Rv2506	Rv3183	729
Rv2506	Rv3840	734
Rv2506	Rv3855	801
Rv2507	Rv3446c	718
Rv2507	Rv3810	746
Rv2508c	Rv2509	784
Rv2509	Rv2709	809
Rv2509	Rv3800c	793
Rv2511	Rv2837c	932
Rv2511	Rv3907c	736
Rv2512c	Rv2666	803
Rv2512c	Rv3023c	845
Rv2512c	Rv3115	860
Rv2514c	Rv2515c	998
Rv2514c	Rv3641c	869
Rv2515c	Rv3850	704
